disease	class	organ	symptom_concept	hpo
Leber Congenital Amaurosis	Tissue-restricted Ciliopathies	Auditory	Sensorineural hearing loss / deafness	HP:0000407
Leber Congenital Amaurosis	Tissue-restricted Ciliopathies	CNS	Strabismus	HP:0000486
Leber Congenital Amaurosis	Tissue-restricted Ciliopathies	Eye	Tortuous / abnormal retinal vessels	HP:0011023
Leber Congenital Amaurosis	Tissue-restricted Ciliopathies	CNS	Tremor / dyskinesia / dystonia	HP:0000473
Leber Congenital Amaurosis	Tissue-restricted Ciliopathies	Eye	Visual field defect	HP:0001123
Leber Congenital Amaurosis	Tissue-restricted Ciliopathies	Eye	Visual impairment / blindness	HP:0000505
Leber Congenital Amaurosis	Tissue-restricted Ciliopathies	Eye	Vitreous abnormality	HP:0004327
Lowe Oculocerebrorenal Syndrome	Secondary Diseases	Reproductive	Anhydramnios / oligohydramnios	HP:0001561
Lowe Oculocerebrorenal Syndrome	Secondary Diseases	CNS	Areflexia / hyporeflexia	HP:0001284
Lowe Oculocerebrorenal Syndrome	Secondary Diseases	Skeletal	Arthrogryposis / contractures	HP:0002804
Lowe Oculocerebrorenal Syndrome	Secondary Diseases	CNS	Behavioural abnormality	HP:0000733
Lowe Oculocerebrorenal Syndrome	Secondary Diseases	Skeletal	Bone fragility / fracture	HP:0002659; HP:0001642
Lowe Oculocerebrorenal Syndrome	Secondary Diseases	Eye	Cataract	HP:0000518
Lowe Oculocerebrorenal Syndrome	Secondary Diseases	Hematologic_Immune	Chromosomal instability / radiation sensitivity	HP:0003220
Lowe Oculocerebrorenal Syndrome	Secondary Diseases	Reproductive	Cryptorchidism	HP:0000028
Lowe Oculocerebrorenal Syndrome	Secondary Diseases	Skin_Hair_Nail	Cutaneous papules / fibrofolliculomas	HP:0001482
Lowe Oculocerebrorenal Syndrome	Secondary Diseases	Craniofacial	Dental anomaly	HP:0000164
Lowe Oculocerebrorenal Syndrome	Secondary Diseases	Endocrine	Failure to thrive / growth retardation	HP:0001508
Lowe Oculocerebrorenal Syndrome	Secondary Diseases	Eye	Glaucoma	HP:0000501
Lowe Oculocerebrorenal Syndrome	Secondary Diseases	Renal	Glomerular abnormality	HP:0000095
Lowe Oculocerebrorenal Syndrome	Secondary Diseases	CNS	Hypotonia	HP:0001252
Lowe Oculocerebrorenal Syndrome	Secondary Diseases	CNS	Intellectual disability / developmental delay	HP:0001249
Lowe Oculocerebrorenal Syndrome	Secondary Diseases	GI_Abdominal	Intestinal / GI structural anomaly	HP:0002019
Lowe Oculocerebrorenal Syndrome	Secondary Diseases	Skeletal	Joint laxity / hypermobility	HP:0001388
Lowe Oculocerebrorenal Syndrome	Secondary Diseases	Endocrine	Lipid metabolism / dyslipidaemia	HP:0003119
Lowe Oculocerebrorenal Syndrome	Secondary Diseases	Eye	Microphthalmia / anophthalmia	HP:0000568
Lowe Oculocerebrorenal Syndrome	Secondary Diseases	Skeletal	Pelvic / iliac / acetabular abnormality	HP:0001374
Lowe Oculocerebrorenal Syndrome	Secondary Diseases	Hematologic_Immune	Plasma protein abnormality	HP:0011028
Lowe Oculocerebrorenal Syndrome	Secondary Diseases	Renal	Renal failure / ESRD / CKD	HP:0000083
Lowe Oculocerebrorenal Syndrome	Secondary Diseases	Renal	Renal tubular acidosis / Fanconi-like	HP:0001947
Lowe Oculocerebrorenal Syndrome	Secondary Diseases	Skeletal	Scoliosis / kyphosis / lordosis	HP:0002650
Lowe Oculocerebrorenal Syndrome	Secondary Diseases	CNS	Seizures / epilepsy	HP:0001250
Lowe Oculocerebrorenal Syndrome	Secondary Diseases	Skeletal	Short stature / dwarfism	HP:0004322
Lowe Oculocerebrorenal Syndrome	Secondary Diseases	Skeletal	Skeletal dysplasia (general/unspecified)	HP:0002749
Lowe Oculocerebrorenal Syndrome	Secondary Diseases	CNS	Ventricular enlargement	HP:0002119
Lowe Oculocerebrorenal Syndrome	Secondary Diseases	Skeletal	Vertebral / cervical abnormality	HP:0000925
Lowe Oculocerebrorenal Syndrome	Secondary Diseases	Eye	Visual impairment / blindness	HP:0000505
Lowe Oculocerebrorenal Syndrome	Secondary Diseases	CNS	White matter abnormality	HP:0002500
McKusick-Kaufman Syndrome	Primary Ciliopathies	Renal	Bladder / urinary tract abnormality	HP:0000014
McKusick-Kaufman Syndrome	Primary Ciliopathies	Cardiac	Cardiac defect (general / unspecified)	HP:0001627
McKusick-Kaufman Syndrome	Primary Ciliopathies	Reproductive	Cryptorchidism	HP:0000028
McKusick-Kaufman Syndrome	Primary Ciliopathies	GI_Abdominal	Hirschsprung disease / aganglionic bowel	HP:0002251
McKusick-Kaufman Syndrome	Primary Ciliopathies	Renal	Hydronephrosis	HP:0000126
McKusick-Kaufman Syndrome	Primary Ciliopathies	GI_Abdominal	Imperforate anus / anal atresia	HP:0002023
McKusick-Kaufman Syndrome	Primary Ciliopathies	Respiratory	Lung lobation / structural abnormality	HP:0002088
McKusick-Kaufman Syndrome	Primary Ciliopathies	Vascular	Lymphedema / lymphatic abnormality	HP:0001785
McKusick-Kaufman Syndrome	Primary Ciliopathies	Skeletal	Pelvic / iliac / acetabular abnormality	HP:0001374
McKusick-Kaufman Syndrome	Primary Ciliopathies	Skeletal	Polydactyly	HP:0001162
McKusick-Kaufman Syndrome	Primary Ciliopathies	Renal	Renal cysts / cystic kidney	HP:0000107
McKusick-Kaufman Syndrome	Primary Ciliopathies	Skeletal	Syndactyly / webbed digits	HP:0001159
McKusick-Kaufman Syndrome	Primary Ciliopathies	Reproductive	Uterine / vaginal abnormality	HP:0000130
Meckel-Gruber Syndrome	Primary Ciliopathies	CNS	Anencephaly	HP:0002323
Meckel-Gruber Syndrome	Primary Ciliopathies	Reproductive	Anhydramnios / oligohydramnios	HP:0001561
Meckel-Gruber Syndrome	Primary Ciliopathies	CNS	Apraxia	HP:0002186
Meckel-Gruber Syndrome	Primary Ciliopathies	CNS	Arnold-Chiari malformation	HP:0002308
Meckel-Gruber Syndrome	Primary Ciliopathies	Skeletal	Arthrogryposis / contractures	HP:0002804
Meckel-Gruber Syndrome	Primary Ciliopathies	CNS	Ataxia / gait abnormality	HP:0001251
Meckel-Gruber Syndrome	Primary Ciliopathies	Hepatic	Biliary tract abnormality	HP:0001923
Meckel-Gruber Syndrome	Primary Ciliopathies	Skeletal	Birth weight / length / OFC abnormality	HP:0011451
Meckel-Gruber Syndrome	Primary Ciliopathies	Renal	Bladder / urinary tract abnormality	HP:0000014
Meckel-Gruber Syndrome	Primary Ciliopathies	Skeletal	Bowed long bones	HP:0006487
Meckel-Gruber Syndrome	Primary Ciliopathies	CNS	Cerebellar hypoplasia/atrophy	HP:0001321
Meckel-Gruber Syndrome	Primary Ciliopathies	CNS	Cerebellar vermis hypoplasia/aplasia	HP:0001320
Meckel-Gruber Syndrome	Primary Ciliopathies	CNS	Cerebral atrophy / volume loss	HP:0002059
Meckel-Gruber Syndrome	Primary Ciliopathies	Craniofacial	Cleft lip / palate	HP:0410030; HP:0000175
Meckel-Gruber Syndrome	Primary Ciliopathies	Skeletal	Clinodactyly	HP:0030084
Meckel-Gruber Syndrome	Primary Ciliopathies	Skeletal	Coccyx / sacrum abnormality	HP:0008443
Meckel-Gruber Syndrome	Primary Ciliopathies	CNS	Corpus callosum abnormality	HP:0001273
Meckel-Gruber Syndrome	Primary Ciliopathies	CNS	Cortical malformation	HP:0002139
Meckel-Gruber Syndrome	Primary Ciliopathies	Reproductive	Cryptorchidism	HP:0000028
Meckel-Gruber Syndrome	Primary Ciliopathies	CNS	Dandy-Walker malformation	HP:0001305
Meckel-Gruber Syndrome	Primary Ciliopathies	Craniofacial	Dental anomaly	HP:0000164
Meckel-Gruber Syndrome	Primary Ciliopathies	CNS	Encephalocele	HP:0002818
Meckel-Gruber Syndrome	Primary Ciliopathies	Craniofacial	Epicanthal folds	HP:0000286
Meckel-Gruber Syndrome	Primary Ciliopathies	Craniofacial	Eyelid / palpebral abnormality	HP:0000492
Meckel-Gruber Syndrome	Primary Ciliopathies	Craniofacial	Frenulum / oral frenulum abnormality	HP:0000190
Meckel-Gruber Syndrome	Primary Ciliopathies	Craniofacial	Frontal bossing / abnormal forehead	HP:0000340
Meckel-Gruber Syndrome	Primary Ciliopathies	Reproductive	Genital ambiguity	HP:0000062
Meckel-Gruber Syndrome	Primary Ciliopathies	Skeletal	Hand / foot abnormality (general)	HP:0001167
Meckel-Gruber Syndrome	Primary Ciliopathies	Hepatic	Hepatic fibrosis / cirrhosis	HP:0001395
Meckel-Gruber Syndrome	Primary Ciliopathies	GI_Abdominal	Hernia (abdominal)	HP:0100790
Meckel-Gruber Syndrome	Primary Ciliopathies	CNS	Hydrocephalus	HP:0000238
Meckel-Gruber Syndrome	Primary Ciliopathies	Craniofacial	Hypertelorism	HP:0000316
Meckel-Gruber Syndrome	Primary Ciliopathies	Reproductive	Hypospadias	HP:0000047
Meckel-Gruber Syndrome	Primary Ciliopathies	Craniofacial	Hypotelorism	HP:0000601
Meckel-Gruber Syndrome	Primary Ciliopathies	GI_Abdominal	Imperforate anus / anal atresia	HP:0002023
Meckel-Gruber Syndrome	Primary Ciliopathies	CNS	Intellectual disability / developmental delay	HP:0001249
Meckel-Gruber Syndrome	Primary Ciliopathies	GI_Abdominal	Intestinal / GI structural anomaly	HP:0011024
Meckel-Gruber Syndrome	Primary Ciliopathies	Eye	Iris / anterior chamber abnormality	HP:0000525
Meckel-Gruber Syndrome	Primary Ciliopathies	Craniofacial	Low-set / malformed ears	HP:0000356
Meckel-Gruber Syndrome	Primary Ciliopathies	Respiratory	Lung lobation / structural abnormality	HP:0002088
Meckel-Gruber Syndrome	Primary Ciliopathies	CNS	Microcephaly	HP:0000252
Meckel-Gruber Syndrome	Primary Ciliopathies	Craniofacial	Micrognathia / retrognathia	HP:0000347
Meckel-Gruber Syndrome	Primary Ciliopathies	Reproductive	Micropenis	HP:0000054
Meckel-Gruber Syndrome	Primary Ciliopathies	Eye	Microphthalmia / anophthalmia	HP:0000568
Meckel-Gruber Syndrome	Primary Ciliopathies	CNS	Molar tooth sign	HP:0002419
Meckel-Gruber Syndrome	Primary Ciliopathies	Craniofacial	Nasal abnormality	HP:0000366
Meckel-Gruber Syndrome	Primary Ciliopathies	Cardiac	Outflow tract / great vessel anomaly	HP:0001702
Meckel-Gruber Syndrome	Primary Ciliopathies	Hematologic_Immune	Plasma protein abnormality	HP:0006254
Meckel-Gruber Syndrome	Primary Ciliopathies	Skeletal	Polydactyly	HP:0001162
Meckel-Gruber Syndrome	Primary Ciliopathies	Renal	Renal cysts / cystic kidney	HP:0000107
Meckel-Gruber Syndrome	Primary Ciliopathies	Renal	Renal failure / ESRD / CKD	HP:0000083
Meckel-Gruber Syndrome	Primary Ciliopathies	Renal	Renal hypoplasia / dysplasia	HP:0000110
Meckel-Gruber Syndrome	Primary Ciliopathies	Eye	Retinal dystrophy (other / unspecified)	HP:0000556
Meckel-Gruber Syndrome	Primary Ciliopathies	Reproductive	Scrotal / penile abnormality	HP:0010460
Meckel-Gruber Syndrome	Primary Ciliopathies	CNS	Seizures / epilepsy	HP:0001250
Meckel-Gruber Syndrome	Primary Ciliopathies	Cardiac	Septal defect (ASD/VSD/AV canal)	HP:0001671
Meckel-Gruber Syndrome	Primary Ciliopathies	Skeletal	Short limbs (rhizomelic / mesomelic)	HP:0009826
Meckel-Gruber Syndrome	Primary Ciliopathies	Skeletal	Skeletal dysplasia (general/unspecified)	HP:0002652
Meckel-Gruber Syndrome	Primary Ciliopathies	CNS	Spina bifida / neural tube defect	HP:0002414
Meckel-Gruber Syndrome	Primary Ciliopathies	Hematologic_Immune	Spleen abnormality (asplenia/polysplenia)	HP:0001743
Meckel-Gruber Syndrome	Primary Ciliopathies	Hematologic_Immune	Splenomegaly	HP:0001744
Meckel-Gruber Syndrome	Primary Ciliopathies	Skeletal	Syndactyly / webbed digits	HP:0001159
Meckel-Gruber Syndrome	Primary Ciliopathies	Craniofacial	Tongue abnormality	HP:0000157
Meckel-Gruber Syndrome	Primary Ciliopathies	Respiratory	Tracheal / laryngeal abnormality	HP:0002778
Meckel-Gruber Syndrome	Primary Ciliopathies	Reproductive	Umbilical cord abnormality	HP:0010881
Meckel-Gruber Syndrome	Primary Ciliopathies	Reproductive	Uterine / vaginal abnormality	HP:0000130
Meckel-Gruber Syndrome	Primary Ciliopathies	CNS	Ventricular enlargement	HP:0002119
Meckel-Gruber Syndrome	Primary Ciliopathies	Craniofacial	Webbed neck / short neck	HP:0000465
Medulloblastoma	Tissue-restricted Ciliopathies	CNS	Medulloblastoma	HP:0002885
Neonatal Sclerosing Cholangitis	Tissue-restricted Ciliopathies	Hepatic	Biliary tract abnormality	HP:0001923
Neonatal Sclerosing Cholangitis	Tissue-restricted Ciliopathies	Renal	Bladder / urinary tract abnormality	HP:0000014
Neonatal Sclerosing Cholangitis	Tissue-restricted Ciliopathies	Hepatic	Cholestasis / jaundice	HP:0000989
Neonatal Sclerosing Cholangitis	Tissue-restricted Ciliopathies	Hepatic	Elevated transaminases / abnormal liver enzymes	HP:0002910
Neonatal Sclerosing Cholangitis	Tissue-restricted Ciliopathies	Hepatic	Hepatic fibrosis / cirrhosis	HP:0001395; HP:0001394
Neonatal Sclerosing Cholangitis	Tissue-restricted Ciliopathies	Hepatic	Hepatomegaly	HP:0002240
Neonatal Sclerosing Cholangitis	Tissue-restricted Ciliopathies	Vascular	Hypertension (systemic)	HP:0000822
Neonatal Sclerosing Cholangitis	Tissue-restricted Ciliopathies	Auditory	Sensorineural hearing loss / deafness	HP:0000407
Neonatal Sclerosing Cholangitis	Tissue-restricted Ciliopathies	Hematologic_Immune	Splenomegaly	HP:0001744
Nephronophthisis	Primary Ciliopathies	Hematologic_Immune	Anemia	HP:0001903
Nephronophthisis	Primary Ciliopathies	Reproductive	Anhydramnios / oligohydramnios	HP:0001561
Nephronophthisis	Primary Ciliopathies	CNS	Arachnoid cyst	HP:0100702
Nephronophthisis	Primary Ciliopathies	Hepatic	Biliary tract abnormality	HP:0001923
Nephronophthisis	Primary Ciliopathies	Renal	Bladder / urinary tract abnormality	HP:0000805
Nephronophthisis	Primary Ciliopathies	Cardiac	Cardiomyopathy	HP:0001638
Nephronophthisis	Primary Ciliopathies	CNS	Cerebellar vermis hypoplasia/aplasia	HP:0001320
Nephronophthisis	Primary Ciliopathies	CNS	Cerebral atrophy / volume loss	HP:0002059
Nephronophthisis	Primary Ciliopathies	Hepatic	Cholestasis / jaundice	HP:0001396
Nephronophthisis	Primary Ciliopathies	CNS	Constitutional symptom (catchall)	HP:0000707
Nephronophthisis	Primary Ciliopathies	Endocrine	Failure to thrive / growth retardation	HP:0001508
Nephronophthisis	Primary Ciliopathies	Renal	Glomerular abnormality	HP:0000095
Nephronophthisis	Primary Ciliopathies	Skeletal	Hand / foot abnormality (general)	HP:0001167
Nephronophthisis	Primary Ciliopathies	Renal	Hematuria	HP:0000790
Nephronophthisis	Primary Ciliopathies	Hepatic	Hepatic fibrosis / cirrhosis	HP:0001392
Nephronophthisis	Primary Ciliopathies	Hepatic	Hepatomegaly	HP:0002240
Nephronophthisis	Primary Ciliopathies	CNS	Hydrocephalus	HP:0000238
Nephronophthisis	Primary Ciliopathies	Vascular	Hypertension (systemic)	HP:0000822
Nephronophthisis	Primary Ciliopathies	Endocrine	Hypoglycaemia	HP:0002153
Nephronophthisis	Primary Ciliopathies	CNS	Intellectual disability / developmental delay	HP:0001249
Nephronophthisis	Primary Ciliopathies	Hepatic	Liver cysts	HP:0001407
Nephronophthisis	Primary Ciliopathies	Respiratory	Lung lobation / structural abnormality	HP:0002088
Nephronophthisis	Primary Ciliopathies	CNS	Nystagmus	HP:0000639
Nephronophthisis	Primary Ciliopathies	Endocrine	Obesity / hyperphagia	HP:0001513
Nephronophthisis	Primary Ciliopathies	Cardiac	Outflow tract / great vessel anomaly	HP:0001702
Nephronophthisis	Primary Ciliopathies	GI_Abdominal	Pancreatic insufficiency / pancreatitis	HP:0001738; HP:0001733
Nephronophthisis	Primary Ciliopathies	CNS	Peripheral neuropathy	HP:0011922
Nephronophthisis	Primary Ciliopathies	Skeletal	Polydactyly	HP:0001162
Nephronophthisis	Primary Ciliopathies	Eye	Refractive error	HP:0000539
Nephronophthisis	Primary Ciliopathies	Renal	Renal cysts / cystic kidney	HP:0000107
Nephronophthisis	Primary Ciliopathies	Renal	Renal failure / ESRD / CKD	HP:0000083
Nephronophthisis	Primary Ciliopathies	Renal	Renal hypoplasia / dysplasia	HP:0000110
Nephronophthisis	Primary Ciliopathies	Renal	Renal tubular acidosis / Fanconi-like	HP:0000103
Nephronophthisis	Primary Ciliopathies	Eye	Retinal dystrophy (other / unspecified)	HP:0000556
Nephronophthisis	Primary Ciliopathies	CNS	Seizures / epilepsy	HP:0001250
Nephronophthisis	Primary Ciliopathies	Auditory	Sensorineural hearing loss / deafness	HP:0000407
Nephronophthisis	Primary Ciliopathies	Respiratory	Situs inversus / heterotaxy (organ-level)	HP:0001696; HP:0030853
Nephronophthisis	Primary Ciliopathies	Hematologic_Immune	Splenomegaly	HP:0001744
Nephronophthisis	Primary Ciliopathies	CNS	Strabismus	HP:0000486
Nephronophthisis	Primary Ciliopathies	CNS	Tremor / dyskinesia / dystonia	HP:0001337
Nephronophthisis	Primary Ciliopathies	Renal	Tubulointerstitial nephropathy	HP:0001970
Nephronophthisis	Primary Ciliopathies	Eye	Visual impairment / blindness	HP:0000505
Nonsyndromic Tetralogy of Fallot	Tissue-restricted Ciliopathies	Cardiac	Arrhythmia	HP:0011675
Nonsyndromic Tetralogy of Fallot	Tissue-restricted Ciliopathies	Hepatic	Biliary tract abnormality	HP:0001923
Nonsyndromic Tetralogy of Fallot	Tissue-restricted Ciliopathies	Skeletal	Birth weight / length / OFC abnormality	HP:0011451
Nonsyndromic Tetralogy of Fallot	Tissue-restricted Ciliopathies	Renal	Bladder / urinary tract abnormality	HP:0000014
Nonsyndromic Tetralogy of Fallot	Tissue-restricted Ciliopathies	Cardiac	Cardiac defect (general / unspecified)	HP:0001627
Nonsyndromic Tetralogy of Fallot	Tissue-restricted Ciliopathies	Cardiac	Cardiomyopathy	HP:0001638
Nonsyndromic Tetralogy of Fallot	Tissue-restricted Ciliopathies	Craniofacial	Dental anomaly	HP:0000164
Nonsyndromic Tetralogy of Fallot	Tissue-restricted Ciliopathies	Endocrine	Diabetes mellitus	HP:0000819
Nonsyndromic Tetralogy of Fallot	Tissue-restricted Ciliopathies	Respiratory	Diaphragmatic abnormality	HP:0000776
Nonsyndromic Tetralogy of Fallot	Tissue-restricted Ciliopathies	Endocrine	Failure to thrive / growth retardation	HP:0001508
Nonsyndromic Tetralogy of Fallot	Tissue-restricted Ciliopathies	GI_Abdominal	Hernia (abdominal)	HP:0100790
Nonsyndromic Tetralogy of Fallot	Tissue-restricted Ciliopathies	Endocrine	Hypothyroidism	HP:0000821
Nonsyndromic Tetralogy of Fallot	Tissue-restricted Ciliopathies	CNS	Intellectual disability / developmental delay	HP:0001249
Nonsyndromic Tetralogy of Fallot	Tissue-restricted Ciliopathies	GI_Abdominal	Intestinal / GI structural anomaly	HP:0011024
Nonsyndromic Tetralogy of Fallot	Tissue-restricted Ciliopathies	CNS	Microcephaly	HP:0000252
Nonsyndromic Tetralogy of Fallot	Tissue-restricted Ciliopathies	Cardiac	Outflow tract / great vessel anomaly	HP:0001702
Nonsyndromic Tetralogy of Fallot	Tissue-restricted Ciliopathies	GI_Abdominal	Pancreatic insufficiency / pancreatitis	HP:0001738; HP:0001733
Nonsyndromic Tetralogy of Fallot	Tissue-restricted Ciliopathies	Cardiac	Pericardial / endocardial abnormality	HP:0001697
Nonsyndromic Tetralogy of Fallot	Tissue-restricted Ciliopathies	Endocrine	Pituitary abnormality / hypopituitarism	HP:0000871
Nonsyndromic Tetralogy of Fallot	Tissue-restricted Ciliopathies	Skeletal	Rib abnormality (other)	HP:0000772
Nonsyndromic Tetralogy of Fallot	Tissue-restricted Ciliopathies	CNS	Seizures / epilepsy	HP:0001250
Nonsyndromic Tetralogy of Fallot	Tissue-restricted Ciliopathies	Cardiac	Septal defect (ASD/VSD/AV canal)	HP:0001671
Nonsyndromic Tetralogy of Fallot	Tissue-restricted Ciliopathies	Cardiac	Tetralogy of Fallot	HP:0001636
Nonsyndromic Tetralogy of Fallot	Tissue-restricted Ciliopathies	Reproductive	Umbilical cord abnormality	HP:0010881
Orofaciodigital Syndrome	Primary Ciliopathies	CNS	Abnormal breathing pattern (CNS-driven)	HP:0002098
Orofaciodigital Syndrome	Primary Ciliopathies	Skin_Hair_Nail	Alopecia / sparse hair	HP:0001596
Orofaciodigital Syndrome	Primary Ciliopathies	GI_Abdominal	Anal / perianal abnormality	HP:0001746
Orofaciodigital Syndrome	Primary Ciliopathies	CNS	Apraxia	HP:0002186
Orofaciodigital Syndrome	Primary Ciliopathies	CNS	Arachnoid cyst	HP:0100702
Orofaciodigital Syndrome	Primary Ciliopathies	CNS	Ataxia / gait abnormality	HP:0001260
Orofaciodigital Syndrome	Primary Ciliopathies	CNS	Behavioural abnormality	HP:0000708
Orofaciodigital Syndrome	Primary Ciliopathies	Skeletal	Bifid / duplicated thumb or hallux	HP:0010053
Orofaciodigital Syndrome	Primary Ciliopathies	Hepatic	Biliary tract abnormality	HP:0001923
Orofaciodigital Syndrome	Primary Ciliopathies	Renal	Bladder / urinary tract abnormality	HP:0000014
Orofaciodigital Syndrome	Primary Ciliopathies	Skeletal	Bone age abnormality	HP:0005982
Orofaciodigital Syndrome	Primary Ciliopathies	Skeletal	Brachydactyly / short digits	HP:0001156
Orofaciodigital Syndrome	Primary Ciliopathies	CNS	Brainstem / pons abnormality	HP:0002419
Orofaciodigital Syndrome	Primary Ciliopathies	CNS	Bulbar dysfunction	HP:0011968
Orofaciodigital Syndrome	Primary Ciliopathies	Skeletal	Camptodactyly	HP:0012385
Orofaciodigital Syndrome	Primary Ciliopathies	Cardiac	Cardiac defect (general / unspecified)	HP:0001627
Orofaciodigital Syndrome	Primary Ciliopathies	CNS	Cerebellar dysgenesis (other)	HP:0007033
Orofaciodigital Syndrome	Primary Ciliopathies	CNS	Cerebellar hypoplasia/atrophy	HP:0001321
Orofaciodigital Syndrome	Primary Ciliopathies	CNS	Cerebellar vermis hypoplasia/aplasia	HP:0001320
Orofaciodigital Syndrome	Primary Ciliopathies	CNS	Cerebral atrophy / volume loss	HP:0002059
Orofaciodigital Syndrome	Primary Ciliopathies	Craniofacial	Cleft lip / palate	HP:0410030; HP:0000175
Orofaciodigital Syndrome	Primary Ciliopathies	Skeletal	Clinodactyly	HP:0030084
Orofaciodigital Syndrome	Primary Ciliopathies	Skeletal	Clubbing of digits	HP:0001217
Orofaciodigital Syndrome	Primary Ciliopathies	Craniofacial	Coarse facial features / abnormal facies	HP:0001999
Orofaciodigital Syndrome	Primary Ciliopathies	Eye	Coloboma (ocular)	HP:0000589
Orofaciodigital Syndrome	Primary Ciliopathies	CNS	Corpus callosum abnormality	HP:0001273
Orofaciodigital Syndrome	Primary Ciliopathies	CNS	Cortical malformation	HP:0007364
Orofaciodigital Syndrome	Primary Ciliopathies	Reproductive	Cryptorchidism	HP:0000028
Orofaciodigital Syndrome	Primary Ciliopathies	CNS	Dandy-Walker malformation	HP:0001305
Orofaciodigital Syndrome	Primary Ciliopathies	Craniofacial	Dental anomaly	HP:0000172
Orofaciodigital Syndrome	Primary Ciliopathies	CNS	Encephalocele	HP:0002818
Orofaciodigital Syndrome	Primary Ciliopathies	Craniofacial	Epicanthal folds	HP:0000286
Orofaciodigital Syndrome	Primary Ciliopathies	CNS	Eye movement abnormality (other)	HP:0000496
Orofaciodigital Syndrome	Primary Ciliopathies	Craniofacial	Eyelid / palpebral abnormality	HP:0000492
Orofaciodigital Syndrome	Primary Ciliopathies	Endocrine	Failure to thrive / growth retardation	HP:0001508
Orofaciodigital Syndrome	Primary Ciliopathies	Craniofacial	Frenulum / oral frenulum abnormality	HP:0000190
Orofaciodigital Syndrome	Primary Ciliopathies	Craniofacial	Frontal bossing / abnormal forehead	HP:0000340
Orofaciodigital Syndrome	Primary Ciliopathies	Skin_Hair_Nail	Hair colour / texture abnormality	HP:0011362
Orofaciodigital Syndrome	Primary Ciliopathies	Skeletal	Hand / foot abnormality (general)	HP:0001167
Orofaciodigital Syndrome	Primary Ciliopathies	Hepatic	Hepatic fibrosis / cirrhosis	HP:0001395
Orofaciodigital Syndrome	Primary Ciliopathies	GI_Abdominal	Hernia (abdominal)	HP:0100790
Orofaciodigital Syndrome	Primary Ciliopathies	Craniofacial	High-arched / narrow palate	HP:0000218
Orofaciodigital Syndrome	Primary Ciliopathies	CNS	Hippocampal abnormality	HP:0410176
Orofaciodigital Syndrome	Primary Ciliopathies	GI_Abdominal	Hirschsprung disease / aganglionic bowel	HP:0002251
Orofaciodigital Syndrome	Primary Ciliopathies	CNS	Holoprosencephaly	HP:0001360
Orofaciodigital Syndrome	Primary Ciliopathies	CNS	Hydrocephalus	HP:0002410
Orofaciodigital Syndrome	Primary Ciliopathies	Renal	Hydronephrosis	HP:0000126
Orofaciodigital Syndrome	Primary Ciliopathies	Craniofacial	Hypertelorism	HP:0000316
Orofaciodigital Syndrome	Primary Ciliopathies	Vascular	Hypertension (systemic)	HP:0000822
Orofaciodigital Syndrome	Primary Ciliopathies	Reproductive	Hypospadias	HP:0000047
Orofaciodigital Syndrome	Primary Ciliopathies	CNS	Hypotonia	HP:0001252
Orofaciodigital Syndrome	Primary Ciliopathies	Skin_Hair_Nail	Ichthyosis / hyperkeratosis	HP:0001978
Orofaciodigital Syndrome	Primary Ciliopathies	CNS	Intellectual disability / developmental delay	HP:0001263
Orofaciodigital Syndrome	Primary Ciliopathies	GI_Abdominal	Intestinal / GI structural anomaly	HP:0002255
Orofaciodigital Syndrome	Primary Ciliopathies	Hepatic	Liver cysts	HP:0001407
Orofaciodigital Syndrome	Primary Ciliopathies	Craniofacial	Long philtrum / abnormal philtrum	HP:0000343
Orofaciodigital Syndrome	Primary Ciliopathies	Craniofacial	Low-set / malformed ears	HP:0000356
Orofaciodigital Syndrome	Primary Ciliopathies	Respiratory	Lung lobation / structural abnormality	HP:0002088
Orofaciodigital Syndrome	Primary Ciliopathies	Craniofacial	Macrostomia / oral aperture abnormality	HP:0000159
Orofaciodigital Syndrome	Primary Ciliopathies	Eye	Macular dystrophy / abnormality	HP:0007754
Orofaciodigital Syndrome	Primary Ciliopathies	Craniofacial	Malar flattening / abnormal cheek	HP:0000272
Orofaciodigital Syndrome	Primary Ciliopathies	Skeletal	Metaphyseal abnormality	HP:0000944
Orofaciodigital Syndrome	Primary Ciliopathies	CNS	Microcephaly	HP:0000252
Orofaciodigital Syndrome	Primary Ciliopathies	Craniofacial	Micrognathia / retrognathia	HP:0000327
Orofaciodigital Syndrome	Primary Ciliopathies	Reproductive	Micropenis	HP:0000054
Orofaciodigital Syndrome	Primary Ciliopathies	Skin_Hair_Nail	Milia / pitted skin	HP:0001054
Orofaciodigital Syndrome	Primary Ciliopathies	CNS	Molar tooth sign	HP:0002419
Orofaciodigital Syndrome	Primary Ciliopathies	Craniofacial	Nasal abnormality	HP:0000819
Orofaciodigital Syndrome	Primary Ciliopathies	Skin_Hair_Nail	Nipple abnormality	HP:0010783
Orofaciodigital Syndrome	Primary Ciliopathies	CNS	Nystagmus	HP:0000639
Orofaciodigital Syndrome	Primary Ciliopathies	Eye	Optic nerve abnormality	HP:0000587
Orofaciodigital Syndrome	Primary Ciliopathies	Cardiac	Outflow tract / great vessel anomaly	HP:0001702
Orofaciodigital Syndrome	Primary Ciliopathies	GI_Abdominal	Pancreatic insufficiency / pancreatitis	HP:0001738; HP:0001733
Orofaciodigital Syndrome	Primary Ciliopathies	Skeletal	Pectus deformity	HP:0000766
